    Frequencies          Coefficients
----------------------------------------
-3.824412206103e+02    5.792034262443e+00
-2.318659329665e+02    1.099674599094e+01
-1.213106553277e+02    5.023841877502e+01
-6.828414207104e+01    5.724497310797e+01
1.525762881441e+01    8.834257434901e+01
7.478739369685e+01    5.384934005424e+01
1.323161580790e+02    6.377676642895e+01
2.828914457229e+02    1.977823127674e+01
5.000000000000e+02    8.299803927617e+00
